manifest_index,source_file,cleaned_file_manifest,cleaned_file_local,cleaned_file_exists,cleaned_chars_manifest,has_competition_term_anywhere,business_file_manifest,has_business_section
2564,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1571237\2023-03-29__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C9__0001888524-23-004050.txt,2023_10K_cleaned\2023-03-29__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C9__0001888524-23-004050.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-29__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C9__0001888524-23-004050.txt,True,13349,False,,False
2565,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1571238\2023-03-27__UBS-Barclays Commercial Mortgage Trust 2013-C6__0001853620-23-000118.txt,2023_10K_cleaned\2023-03-27__UBS-Barclays Commercial Mortgage Trust 2013-C6__0001853620-23-000118.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__UBS-Barclays Commercial Mortgage Trust 2013-C6__0001853620-23-000118.txt,True,27227,False,,False
2568,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1571371\2023-02-16__Summit Materials, LLC__0001628280-23-003866.txt","2023_10K_cleaned\2023-02-16__Summit Materials, LLC__0001628280-23-003866.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-16__Summit Materials, LLC__0001628280-23-003866.txt",True,403780,True,,False
2573,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1571996\2023-03-30__Dell Technologies Inc.__0001571996-23-000007.txt,2023_10K_cleaned\2023-03-30__Dell Technologies Inc.__0001571996-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Dell Technologies Inc.__0001571996-23-000007.txt,True,534398,True,,False
2576,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1572493\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C13__0001888524-23-003015.txt,2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C13__0001888524-23-003015.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C13__0001888524-23-003015.txt,True,29680,False,,False
2579,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1572987\2023-03-31__SLM Student Loan Trust 2013-2__0001140361-23-015255.txt,2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-2__0001140361-23-015255.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-2__0001140361-23-015255.txt,True,28641,False,,False
2581,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1573279\2023-03-24__TE Funding LLC__0001578443-23-000007.txt,2023_10K_cleaned\2023-03-24__TE Funding LLC__0001578443-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__TE Funding LLC__0001578443-23-000007.txt,True,17728,False,,False
2582,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1573334\2023-03-24__CEI Funding LLC__0001578443-23-000007.txt,2023_10K_cleaned\2023-03-24__CEI Funding LLC__0001578443-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__CEI Funding LLC__0001578443-23-000007.txt,True,17728,False,,False
2583,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1573352\2023-03-24__OE Funding LLC__0001578443-23-000007.txt,2023_10K_cleaned\2023-03-24__OE Funding LLC__0001578443-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__OE Funding LLC__0001578443-23-000007.txt,True,17728,False,,False
2585,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1573946\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GCJ11__0000950170-23-011311.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GCJ11__0000950170-23-011311.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GCJ11__0000950170-23-011311.txt,True,21689,False,,False
2589,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1574219\2023-03-10__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-LC11__0001888524-23-002985.txt,2023_10K_cleaned\2023-03-10__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-LC11__0001888524-23-002985.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-LC11__0001888524-23-002985.txt,True,19336,False,,False
2592,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1574593\2023-03-30__Sequoia Mortgage Trust 2013-6__0000950170-23-011017.txt,2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-6__0000950170-23-011017.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-6__0000950170-23-011017.txt,True,27826,False,,False
2593,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575048\2023-03-15__ATEL 16, LLC__0001558370-23-003761.txt","2023_10K_cleaned\2023-03-15__ATEL 16, LLC__0001558370-23-003761.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__ATEL 16, LLC__0001558370-23-003761.txt",True,134056,True,,False
2595,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575098\2023-03-31__SLM Student Loan Trust 2013-3__0001140361-23-015256.txt,2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-3__0001140361-23-015256.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-3__0001140361-23-015256.txt,True,28658,False,,False
2596,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575142\2023-03-31__BIOADAPTIVES, INC.__0001640334-23-000532.txt","2023_10K_cleaned\2023-03-31__BIOADAPTIVES, INC.__0001640334-23-000532.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__BIOADAPTIVES, INC.__0001640334-23-000532.txt",True,140769,True,,False
2597,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575190\2023-03-17__GS Mortgage Securities Trust 2013-GCJ12__0001888524-23-003540.txt,2023_10K_cleaned\2023-03-17__GS Mortgage Securities Trust 2013-GCJ12__0001888524-23-003540.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__GS Mortgage Securities Trust 2013-GCJ12__0001888524-23-003540.txt,True,22750,False,,False
2598,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575295\2023-12-14__Allied Corp.__0001477932-23-009148.txt,2023_10K_cleaned\2023-12-14__Allied Corp.__0001477932-23-009148.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-12-14__Allied Corp.__0001477932-23-009148.txt,True,462599,True,,False
2600,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575434\2023-03-31__Vericity, Inc.__0000950170-23-011353.txt","2023_10K_cleaned\2023-03-31__Vericity, Inc.__0000950170-23-011353.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Vericity, Inc.__0000950170-23-011353.txt",True,358839,True,,False
2603,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1575686\2023-03-17__COMM 2013-CCRE8 Mortgage Trust__0001020242-23-000056.txt,2023_10K_cleaned\2023-03-17__COMM 2013-CCRE8 Mortgage Trust__0001020242-23-000056.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__COMM 2013-CCRE8 Mortgage Trust__0001020242-23-000056.txt,True,29502,False,,False
2609,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1576047\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C14__0001888524-23-003051.txt,2023_10K_cleaned\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C14__0001888524-23-003051.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C14__0001888524-23-003051.txt,True,38730,False,,False
2614,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1576709\2023-03-30__Sequoia Mortgage Trust 2013-7__0000950170-23-011032.txt,2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-7__0000950170-23-011032.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-7__0000950170-23-011032.txt,True,28362,False,,False
2622,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1577310\2023-03-30__Sequoia Mortgage Trust 2013-8__0000950170-23-011007.txt,2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-8__0000950170-23-011007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__Sequoia Mortgage Trust 2013-8__0000950170-23-011007.txt,True,19872,False,,False
2623,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1577311\2023-03-24__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C10__0001888524-23-003897.txt,2023_10K_cleaned\2023-03-24__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C10__0001888524-23-003897.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C10__0001888524-23-003897.txt,True,23263,False,,False
2626,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1577545\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C12__0001888524-23-003011.txt,2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C12__0001888524-23-003011.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C12__0001888524-23-003011.txt,True,34058,False,,False
2628,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1577916\2023-08-23__Premier, Inc.__0001577916-23-000014.txt","2023_10K_cleaned\2023-08-23__Premier, Inc.__0001577916-23-000014.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-08-23__Premier, Inc.__0001577916-23-000014.txt",True,509362,True,,False
2630,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1578348\2023-09-21__Investcorp Credit Management BDC, Inc.__0000950170-23-049175.txt","2023_10K_cleaned\2023-09-21__Investcorp Credit Management BDC, Inc.__0000950170-23-049175.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-09-21__Investcorp Credit Management BDC, Inc.__0000950170-23-049175.txt",True,532197,True,,False
2631,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1578422\2023-03-27__GS Mortgage Securities Trust 2013-GC13__0001853620-23-000098.txt,2023_10K_cleaned\2023-03-27__GS Mortgage Securities Trust 2013-GC13__0001853620-23-000098.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__GS Mortgage Securities Trust 2013-GC13__0001853620-23-000098.txt,True,18824,False,,False
2632,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1578423\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C15__0001888524-23-003004.txt,2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C15__0001888524-23-003004.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C15__0001888524-23-003004.txt,True,41845,False,,False
2633,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1578443\2023-03-24__FirstEnergy Ohio PIRB Special Purpose Trust 2013__0001578443-23-000007.txt,2023_10K_cleaned\2023-03-24__FirstEnergy Ohio PIRB Special Purpose Trust 2013__0001578443-23-000007.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__FirstEnergy Ohio PIRB Special Purpose Trust 2013__0001578443-23-000007.txt,True,17728,False,,False
2634,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1578533\2023-03-17__COMM 2013-CCRE9 Mortgage Trust__0001020242-23-000047.txt,2023_10K_cleaned\2023-03-17__COMM 2013-CCRE9 Mortgage Trust__0001020242-23-000047.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__COMM 2013-CCRE9 Mortgage Trust__0001020242-23-000047.txt,True,25362,False,,False
2637,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1579157\2023-04-28__VINCE HOLDING CORP.__0000950170-23-015755.txt,2023_10K_cleaned\2023-04-28__VINCE HOLDING CORP.__0000950170-23-015755.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-04-28__VINCE HOLDING CORP.__0000950170-23-015755.txt,True,362641,True,,False
2638,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1579214\2023-03-15__Emerald Holding, Inc.__0000950170-23-008103.txt","2023_10K_cleaned\2023-03-15__Emerald Holding, Inc.__0000950170-23-008103.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-15__Emerald Holding, Inc.__0000950170-23-008103.txt",True,498061,True,,False
2641,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1579306\2023-03-20__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13__0001888524-23-003597.txt,2023_10K_cleaned\2023-03-20__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13__0001888524-23-003597.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C13__0001888524-23-003597.txt,True,23445,False,,False
2642,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1579428\2023-02-28__Axsome Therapeutics, Inc.__0000950170-23-004728.txt","2023_10K_cleaned\2023-02-28__Axsome Therapeutics, Inc.__0000950170-23-004728.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-28__Axsome Therapeutics, Inc.__0000950170-23-004728.txt",True,610627,True,,False
2646,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1580013\2023-03-10__Wells Fargo Commercial Mortgage Trust 2013-LC12__0001888524-23-002949.txt,2023_10K_cleaned\2023-03-10__Wells Fargo Commercial Mortgage Trust 2013-LC12__0001888524-23-002949.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Wells Fargo Commercial Mortgage Trust 2013-LC12__0001888524-23-002949.txt,True,31659,False,,False
2652,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1580490\2023-04-28__I-ON Digital Corp.__0001140361-23-021075.txt,2023_10K_cleaned\2023-04-28__I-ON Digital Corp.__0001140361-23-021075.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-04-28__I-ON Digital Corp.__0001140361-23-021075.txt,True,126273,True,,False
2653,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1580560\2023-03-10__Flywire Corp__0000950170-23-007149.txt,2023_10K_cleaned\2023-03-10__Flywire Corp__0000950170-23-007149.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__Flywire Corp__0000950170-23-007149.txt,True,615173,True,,False
2657,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1580891\2023-03-14__COMM 2013-CCRE10 Mortgage Trust__0001888524-23-003176.txt,2023_10K_cleaned\2023-03-14__COMM 2013-CCRE10 Mortgage Trust__0001888524-23-003176.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__COMM 2013-CCRE10 Mortgage Trust__0001888524-23-003176.txt,True,23696,False,,False
2663,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1581653\2023-03-20__GS Mortgage Securities Trust 2013-GCJ14__0001888524-23-003579.txt,2023_10K_cleaned\2023-03-20__GS Mortgage Securities Trust 2013-GCJ14__0001888524-23-003579.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__GS Mortgage Securities Trust 2013-GCJ14__0001888524-23-003579.txt,True,39660,False,,False
2665,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1581776\2023-02-14__Mid-America Apartments, L.P.__0000950170-23-002778.txt","2023_10K_cleaned\2023-02-14__Mid-America Apartments, L.P.__0000950170-23-002778.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-02-14__Mid-America Apartments, L.P.__0000950170-23-002778.txt",True,375556,True,,False
2667,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1581990\2023-03-01__PLAINS GP HOLDINGS LP__0001581990-23-000005.txt,2023_10K_cleaned\2023-03-01__PLAINS GP HOLDINGS LP__0001581990-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-01__PLAINS GP HOLDINGS LP__0001581990-23-000005.txt,True,649230,True,,False
2668,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1582037\2023-03-23__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C11__0001888524-23-003672.txt,2023_10K_cleaned\2023-03-23__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C11__0001888524-23-003672.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C11__0001888524-23-003672.txt,True,59062,False,,False
2669,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1582081\2023-03-31__SLM Student Loan Trust 2013-4__0001140361-23-015257.txt,2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-4__0001140361-23-015257.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-4__0001140361-23-015257.txt,True,28692,False,,False
2673,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1582605\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C14__0001888524-23-003006.txt,2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C14__0001888524-23-003006.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C14__0001888524-23-003006.txt,True,17410,False,,False
2682,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1584492\2023-03-20__COMM 2013-LC13 Mortgage Trust__0001020242-23-000066.txt,2023_10K_cleaned\2023-03-20__COMM 2013-LC13 Mortgage Trust__0001020242-23-000066.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__COMM 2013-LC13 Mortgage Trust__0001020242-23-000066.txt,True,42045,False,,False
2684,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1584549\2023-03-09__Village Farms International, Inc.__0000950170-23-007006.txt","2023_10K_cleaned\2023-03-09__Village Farms International, Inc.__0000950170-23-007006.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-09__Village Farms International, Inc.__0000950170-23-007006.txt",True,481077,True,,False
2687,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1584747\2023-03-31__SLM Student Loan Trust 2013-5__0001140361-23-015258.txt,2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-5__0001140361-23-015258.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-5__0001140361-23-015258.txt,True,28738,False,,False
2688,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1584751\2023-03-22__Talis Biomedical Corp__0000950170-23-009197.txt,2023_10K_cleaned\2023-03-22__Talis Biomedical Corp__0000950170-23-009197.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-22__Talis Biomedical Corp__0000950170-23-009197.txt,True,526617,True,,False
2691,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1585067\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C16__0001888524-23-002957.txt,2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C16__0001888524-23-002957.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__WFRBS Commercial Mortgage Trust 2013-C16__0001888524-23-002957.txt,True,43246,False,,False
2693,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1585149\2023-05-31__Dengfeng Group Ltd__0001493152-23-019575.txt,2023_10K_cleaned\2023-05-31__Dengfeng Group Ltd__0001493152-23-019575.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-05-31__Dengfeng Group Ltd__0001493152-23-019575.txt,True,79474,True,,False
2694,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1585149\2023-05-31__Dengfeng Group Ltd__0001493152-23-019592.txt,2023_10K_cleaned\2023-05-31__Dengfeng Group Ltd__0001493152-23-019592.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-05-31__Dengfeng Group Ltd__0001493152-23-019592.txt,True,79628,True,,False
2699,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1585673\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC15__0000950170-23-011280.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC15__0000950170-23-011280.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC15__0000950170-23-011280.txt,True,17188,False,,False
2702,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1586495\2023-08-07__Leet Technology Inc.__0001683168-23-005314.txt,2023_10K_cleaned\2023-08-07__Leet Technology Inc.__0001683168-23-005314.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-08-07__Leet Technology Inc.__0001683168-23-005314.txt,True,198134,True,,False
2704,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1586883\2023-03-23__COMM 2013-CCRE11 Mortgage Trust__0001020242-23-000090.txt,2023_10K_cleaned\2023-03-23__COMM 2013-CCRE11 Mortgage Trust__0001020242-23-000090.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__COMM 2013-CCRE11 Mortgage Trust__0001020242-23-000090.txt,True,51615,False,,False
2705,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1587234\2023-03-27__GS Mortgage Securities Trust 2013-GCJ16__0001853620-23-000099.txt,2023_10K_cleaned\2023-03-27__GS Mortgage Securities Trust 2013-GCJ16__0001853620-23-000099.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__GS Mortgage Securities Trust 2013-GCJ16__0001853620-23-000099.txt,True,39238,False,,False
2706,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1587497\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C12__0001888524-23-003962.txt,2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C12__0001888524-23-003962.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-27__Morgan Stanley Bank of America Merrill Lynch Trust 2013-C12__0001888524-23-003962.txt,True,28780,False,,False
2708,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1587650\2023-03-29__Appalachian Consumer Rate Relief Funding LLC__0001587650-23-000005.txt,2023_10K_cleaned\2023-03-29__Appalachian Consumer Rate Relief Funding LLC__0001587650-23-000005.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-29__Appalachian Consumer Rate Relief Funding LLC__0001587650-23-000005.txt,True,17621,False,,False
2710,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1587980\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C17__0001888524-23-003062.txt,2023_10K_cleaned\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C17__0001888524-23-003062.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__WFRBS Commercial Mortgage Trust 2013-C17__0001888524-23-003062.txt,True,32224,False,,False
2711,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1587981\2023-03-23__COMM 2013-CCRE12 Mortgage Trust__0001888524-23-003684.txt,2023_10K_cleaned\2023-03-23__COMM 2013-CCRE12 Mortgage Trust__0001888524-23-003684.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__COMM 2013-CCRE12 Mortgage Trust__0001888524-23-003684.txt,True,50996,False,,False
2714,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1588251\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C15__0001888524-23-002993.txt,2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C15__0001888524-23-002993.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-10__JPMBB Commercial Mortgage Securities Trust 2013-C15__0001888524-23-002993.txt,True,32510,False,,False
2721,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1589150\2023-11-20__Regen BioPharma Inc__0001607062-23-000524.txt,2023_10K_cleaned\2023-11-20__Regen BioPharma Inc__0001607062-23-000524.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-11-20__Regen BioPharma Inc__0001607062-23-000524.txt,True,196764,True,,False
2722,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1589224\2023-03-31__SLM Student Loan Trust 2013-6__0001140361-23-015259.txt,2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-6__0001140361-23-015259.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__SLM Student Loan Trust 2013-6__0001140361-23-015259.txt,True,28727,False,,False
2725,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1589802\2023-03-14__WFRBS Commercial Mortgage Trust 2013-UBS1__0001888524-23-003213.txt,2023_10K_cleaned\2023-03-14__WFRBS Commercial Mortgage Trust 2013-UBS1__0001888524-23-003213.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-14__WFRBS Commercial Mortgage Trust 2013-UBS1__0001888524-23-003213.txt,True,32326,False,,False
2726,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1589803\2023-03-17__WFRBS Commercial Mortgage Trust 2013-C18__0001888524-23-003461.txt,2023_10K_cleaned\2023-03-17__WFRBS Commercial Mortgage Trust 2013-C18__0001888524-23-003461.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-17__WFRBS Commercial Mortgage Trust 2013-C18__0001888524-23-003461.txt,True,35915,False,,False
2727,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1589804\2023-03-20__COMM 2013-CCRE13 Mortgage Trust__0001020242-23-000064.txt,2023_10K_cleaned\2023-03-20__COMM 2013-CCRE13 Mortgage Trust__0001020242-23-000064.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-20__COMM 2013-CCRE13 Mortgage Trust__0001020242-23-000064.txt,True,45683,False,,False
2728,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1590058\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC17__0000950170-23-011320.txt,2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC17__0000950170-23-011320.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-31__Citigroup Commercial Mortgage Trust 2013-GC17__0000950170-23-011320.txt,True,24071,False,,False
2729,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1590231\2023-03-30__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C16__0001888524-23-004703.txt,2023_10K_cleaned\2023-03-30__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C16__0001888524-23-004703.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__J.P. Morgan Chase Commercial Mortgage Securities Trust 2013-C16__0001888524-23-004703.txt,True,47933,False,,False
