audit_category,audit_reason,manifest_index,source_file,cleaned_file_manifest,cleaned_file_local,cleaned_file_exists,cleaned_chars_manifest,has_competition_term_anywhere,business_file_manifest,has_business_section,recheck_found_business,recheck_section_source,recheck_business_file
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,472,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036483.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036483.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036483.txt,True,15021,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036483_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,473,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036484.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036484.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036484.txt,True,15043,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036484_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,474,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036485.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036485.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036485.txt,True,15088,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036485_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,475,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036486.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036486.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036486.txt,True,11385,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036486_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,476,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036487.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036487.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036487.txt,True,14982,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036487_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,477,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036488.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036488.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036488.txt,True,15016,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036488_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,478,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1083199\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036489.txt,2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036489.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036489.txt,True,11386,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__WORLD OMNI AUTO RECEIVABLES LLC__0001104659-23-036489_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,796,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1159408\2023-03-24__FORD CREDIT FLOORPLAN MASTER OWNER TRUST A__0001159408-23-000009.txt,2023_10K_cleaned\2023-03-24__FORD CREDIT FLOORPLAN MASTER OWNER TRUST A__0001159408-23-000009.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-24__FORD CREDIT FLOORPLAN MASTER OWNER TRUST A__0001159408-23-000009.txt,True,16084,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-24__FORD CREDIT FLOORPLAN MASTER OWNER TRUST A__0001159408-23-000009_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,879,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1182534\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038949.txt","2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038949.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038949.txt",True,22005,False,,False,True,business_header_only,"C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038949_business.txt"
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,880,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1182534\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038952.txt","2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038952.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038952.txt",True,16894,False,,False,True,business_header_only,"C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038952_business.txt"
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,881,"C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1182534\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038953.txt","2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038953.txt","C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038953.txt",True,28947,False,,False,True,business_header_only,"C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-30__VOLKSWAGEN AUTO LEASE_LOAN UNDERWRITTEN FUNDING, LLC__0001104659-23-038953_business.txt"
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,918,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1223444\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1__0001068238-23-000054.txt,2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1__0001068238-23-000054.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1__0001068238-23-000054.txt,True,7912,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-1__0001068238-23-000054_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,922,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1226006\2023-03-30__RFS HOLDING LLC__0001104659-23-039192.txt,2023_10K_cleaned\2023-03-30__RFS HOLDING LLC__0001104659-23-039192.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-30__RFS HOLDING LLC__0001104659-23-039192.txt,True,42976,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-30__RFS HOLDING LLC__0001104659-23-039192_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,924,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1227090\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2__0001068238-23-000055.txt,2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2__0001068238-23-000055.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2__0001068238-23-000055.txt,True,7843,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-13__STRUCTURED OBLIGATIONS CORP SELECT NOTES TRUST LT SER 2003-2__0001068238-23-000055_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,949,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1255604\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3__0001068238-23-000056.txt,2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3__0001068238-23-000056.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3__0001068238-23-000056.txt,True,7736,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERT SER 2003 3__0001068238-23-000056_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,953,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035953.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035953.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035953.txt,True,10518,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035953_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,954,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035955.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035955.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035955.txt,True,10544,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035955_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,955,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035957.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035957.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035957.txt,True,10501,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035957_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,956,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035958.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035958.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035958.txt,True,10506,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035958_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,957,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035960.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035960.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035960.txt,True,10543,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035960_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,958,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035962.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035962.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035962.txt,True,10520,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035962_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,959,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035963.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035963.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035963.txt,True,10508,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035963_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,960,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035964.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035964.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035964.txt,True,10563,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035964_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,961,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035966.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035966.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035966.txt,True,10518,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035966_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,962,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035967.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035967.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035967.txt,True,10506,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035967_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,963,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1260125\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035968.txt,2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035968.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035968.txt,True,10548,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-23__HYUNDAI ABS FUNDING LLC__0001104659-23-035968_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,975,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1264157\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4__0001068238-23-000057.txt,2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4__0001068238-23-000057.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4__0001068238-23-000057.txt,True,7673,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-13__STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4__0001068238-23-000057_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,979,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1266832\2023-03-28__LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8__0001193125-23-082345.txt,2023_10K_cleaned\2023-03-28__LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8__0001193125-23-082345.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-28__LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8__0001193125-23-082345.txt,True,6143,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-28__LEHMAN ABS CORP BACKED TRUST CERTS SER 2001-8__0001193125-23-082345_business.txt
business_header_only,Business header detected but section content is too short; likely over-cleaned in prior step.,981,C:\JuneKim0712\Code\daeun\SEC\2023_10K_raw\1267332\2023-03-21__MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1__0001839882-23-007247.txt,2023_10K_cleaned\2023-03-21__MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1__0001839882-23-007247.txt,C:\JuneKim0712\Code\daeun\2023_10K_cleaned\2023-03-21__MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1__0001839882-23-007247.txt,True,15970,False,,False,True,business_header_only,C:\JuneKim0712\Code\daeun\2023_10K_business_recheck\2023-03-21__MERRILL LYNCH DEPOSITOR INC INDEXPLUS TRUST SERIES 2003-1__0001839882-23-007247_business.txt
